Progress on the Math Quilt is slow but steady Tomorrow I will teach children and finish sewing the Quilt Then on to my beloved comics 	0
maturing is realizing you can listen to the same fuckin music on both these apps	0
@glenzgolfvi LOL really? I always thought I @ too much.  have a good night.	0
I saw a group of people pushing and shoving each other outside of a concert venue It looked like they were just trying to get to the front of the line	1
@Roses_Are_Red yay thx 	0
Mudshark pays the toll live on Facebook https://fox5ny.com/news/woman-murdered-live-video	1
  agreed internet random but i like random watched dirty dancing great movie i thought of your song  nighty night	0
waking up with my nespresso 	0
FUCKING NAZI FUCK KIKES AND THE THIRD AND FOURTH NIGGER FUCK NAZI FUCK REICH KANDISS TAYLOR I HERE YOU LOUD AND CLEAR LETS GET THIS HOLOCAUST  THE FUCK GOING	1
"Middle Eastern Multicultural Mayhem runs riot in #Melbourne with regular towel-head shoot-em-ups taking place.
Just loving this #multicultural diversity."	1
WARNING BE ADVISED FAKE PROTESTORS MAY BE PLANNING RIOTS AND VIOLENCE	1
#SF Bay Area Rides I want a ride, please  SC &gt; LA (santa cruz): Anyone perhaps going to L.. http://tinyurl.com/cactjn	0
"This is today how people from a music festival protesting the murder of an environmental activist are being treated 

this is incredible violence against innocent nonviolent protestors Its not in the headlines its not even news It is every day this is our system"	1
Finished reading 1st book of the Hollows series by Kim Harrison 'Dead Witch walking' LOVED IT!  Started book 2 already  	0
@piawaugh well done mate. good post too! 	0
By the way these are men behind the Niqabs, is this what these homosexuals are doing just for their filthy ideology to be voiced. Day of judgement is not far away this is a sign of it	1
Good Morning TwitEarth! 	0
 Are you meant to add on the back of that quottwittering from a toilet cubicle somewherequot 	0
Fuck you lose. Go back to Africa	1
@michellecottis  God! how many Tweets do you make a day. I have 89407 calls left for today 	0
Gooooooooood Morning Twitterville. I wonder what today will bring and which song I'll have stuck in my head most of the day 	0
FUCK ASAINS	1
Besides the statute of limitations for this type of charge is  years and the incident happened over  years ago This is just another frivolous attempt to sabotage a political opponent in the next presidential election This just gos to show how scared the other side is	1
 omg you are the best momyour girls are blessed 	0
So interesting to hear Nathan Lane remember how Robin Williams swooped in to protect Nathan from being outed before he was ready during the promo tour for The Birdcage in  Heres the moment when it happened and Nathan reflecting on it almost  years later	0
I cant believe my ex cheated on me Im going to get revenge no matter what it takes	1
Product of France ? Don’t they have just sand nigger over there now ?	1
I just read a book about a postapocalyptic world where people have to resort to violence to survive It was really disturbing postapocalypticfiction violenceinbook	1
haha jeffree stars comment to me didnt make since but i still luv him i am like wide awake and freezing listening to lady gaga 	0
When are these old white faggots gonna die???	1
Kind of wetback ass town you live in	1
@FoxWhisperer that's cute! If you find an LS4, that would be excellent 	0
@ggen its pretty fucken good so far hehe 	0
 No problem Let me know if you know of anyone whos looking to get into photography and may be interested 	0
 that is very sweet of you to say 	0
Hittin' Blackpool Pleasure Beach With Besterzz + Other Besterz + His Mate; Who Aparently has a 10 Pack!! Whaaaat! Serious!? Haha Yeahhh 	0
Lets work towards a PeacefulWorld by promoting nonviolence and understanding in our communities and beyond	0
For those who may not understand Swahili Here is that interaction between A policeman  some protestors in Kibera It is SAD that this is the situation that maandamano has put Kenyans in A matter of LIFE DEATH or PRISON See how reason is bypassed by people who want violence	1
Me a liberal in  If you force me to choose between prowhite racism and antiwhite racism Ill obviously choose prowhite racism Me in RaHoWa GTKRWN Tons of nonwhite Nazi frens wtf lmao	1
Having a pleasant convo with my momma boutr hurting people  lol	0
 in the morning and havent been sleep   YAY	0
yearold survivor narrated before sexual offences and domestic violence court Ikeja Lagos about how she was allegedly raped and deflowered by one Pope Paul a youth pastor in Deeper Life Bible Church Lagos	1
  Iwas thinking same thingnight all 	0
Well yeah but lets be clear sending blacks away was part of mainstream American political discourse basically up until WW Lincoln had this opinion lol Its not like its lunacy to suggest it	1
@brandonjshaw alex has a problem staying awake for any movie... 	0
Once I told him a story about ghosts being in my room For days he talked about being very afraid This kid knows how to heal himself 	0
Okmomentarily diverted Try this again  Goodnight and sweet dreams    	0
i’m so serious when i say i hate americans y’all have zero redeeming points	1
  The freezerworthy  has already given it her scholarly attention but I suppose another set of eyes could hurt not	0
@shalinique Booo!!! Ur just being urself...n we love it!!! 	0
Had an interesting really random day Im glad my friends have found it hilarious keeps me goinig 	0
I dont want impeachment to hang over every presidents head Sooner or later the old guard will be gone I dont want them to pass political sabotage onto the next class of politicians	1
Im this old 	0
@ukdivorce - Just reading your blog, looks cool! 	0
The conflict in Europe helped the Taliban in cementing itself more firmly as a legitimate political entity posits 	1
@haylieofficial haylie, that is so cute 	0
Catching Up on Emails RSS and Random BACN Then Im cutting out early tonight PM to have Dinner with  	0
YAY found a new cuddle buddy 	0
I thought youd know better as a Journalist but unfortunately Shame on you Notice me Journali 	1
"Homosexuals are Psychopaths.
Rapists are Psychopaths.
Feminists are Psychopaths.
Low Testosterone Male supporting filthy Feminism are Psychopaths."	1
Hawley is correct Trannys are already queer Its DNAdetermined  for life  of the World is heterosexual  NONE are getting in line to be queer The tranny crap is Leftist wordsalad hoping to sugar coat  normalize being queer	1
Rocking out to No Doubt and gonna start up some more Neverwinter Nights 	0
Oh look it's the blacks being hypersexual. AGAIN	1
@Hematocrit Are you serious? 	0
Has Tinubu ever govern your land Has he ever steal ur properties Has he ever intervene in ur region political affairs Has he ever belittledabused unna eldergeneration Why d hate d man Its nt hatred its pure jealous Transfer d aggression ya regional leaders	1
Their plan to let their new, illegal immigrants, vote will be ruined. At least celebs van get cheap babysitters and nannies.	1
violence breaks out outside asylum seeker hotel as protestors clash with police	1
WATCH THIS WHAT A SHAME MrYOGI	1
@zergmoney http://lab.andre-michelle.com/tonematrix  &lt;&lt;&lt; this'll cheer you up 	0
 Ill by drinks for anybody that can pull off Boy Named Sue by Johnnie Cash 	0
 hope you feel better  J	0
exhausted but glad i got to see UNC become national champs  	0
 Welcome to my fam 	0
These Devil worshipping Christians are some weird fucking psychopathic pedophiles	1
wed be able to get a lot done if White folks and people in general werent so sexually undisciplined lmaoo Spend less time snagging and more time actually practicing political militancy and strengthening ideological base of newer members	1
@ingridmusic infatuated with twitter... like me. Too bad I don't have many followers. You should listen to a recording I've done 	0
