fantasy nigger lawyer worries website might incite violence reality many of my white brothers and sisters have been murdered and raped by black savages today	1
there is no epidemic of gun violence in america quite the opposite in fact but last week shooting at a high school in florida was a grim and jarring reminder of deep cultural problems lurking just beneath the veneer of our materially comfortable society	0
you promote articles by fat dyke pipe fitters that a fantasy	1
why do u care how much somebody else taxes are it all winds up wasted on feeding niggers anyways 🙄	1
cursive was left out by the common core to bring everyone down to ghetto levels and destroy american calligraphy cursive will never die	0
<user> i am clearly a fucking retard	1
i literally just watched all <number> seasons of queer eye queereye	0
the chance of getting me to open up is slim to none gl to whoever tries it will never work	0
it the current year and blacks in africa are still eating albinos because they think it gives them magical powers altright	1
too bad he is a kike lover if he went full <number> the uk would be free by now	1
<user> i have seen many claimants to his syncophancy but no real evidence that they are actual human beings that goes treble for his admittedly queer followers if only there were one twentieth of this vehemence directed at milo and at his fag enabling followers if only	1
some feminists say that women work harder than men for less pay reward so instead of taking the day off would not it make more sense to emphasize the point by working later than usual say <number> pm	0
<user> the bravest chinaman i know is <user>	0
one does not need stats all you need to know is that moslems are low iq mildly retarded savages	1
arabs can barely build guided rockets	1
hey nazi dirtbag is your black bull keeping you occupied	1
its probably bcz you are dumb thats all you do not have to be muslim to see beast of the field <number> are fucking up all white countries trying to sink us and hoping to make world brown all start with yid plague	1
i be wanting to shoot my shot but i ain ’ t tryna end up on a bitch spam page	1
based on your logic we should be hanging niggers today too	0
now i say my prayers i got too many people in my head right now so many that in jail or they are dead right now one time for my nigger crag right now he in the feds damn the times change and these stupid niggers talking bout crime pays	0
<user> i love my muslim brother ☺ ️ ✌ 🏻	0
people can be so retarded some times if it such an issue maybe the introduce yourself section should just be gone	0
rt realdonaldtrump our fallen heroes have not only written our history they have shaped our destiny they saved the lives of the men and women with whom they served they cared for their families more than anything in the world they loved their families they inspired their communities https	0
you been a tattle tale your tayle is clear make like a j cat folk tale queer festivus flyeaglesfly prayforbanten 1 linewed	1
<user> paris is the ghetto i hated it there 😭	0
while leftie morons suck fascist moslem cock oh the irony of such hypocrites	1
you are i am retarded	1
a muslim will say to you ignorant kaffir that he is a liberal a secular and all the taqiya bullshit all you need to say to the shiite muslim to agree that mo was paedophile and a killer he will reveal his true self	1
acts <number> <number> but the white devil tall fat white satanic preachers still encourage and preach that everyone is born equal a lie of the devil through their white devil teeth and they will go to hell for it for preaching lies since they do not even believe in god but are	0
go ahead call me a homophobe that a lie and anyone who does so should know it i lost friends and family connections to defend gay people right to marry you already call my a misogynist nazi what another false accusation go ahead faggot	0
<user> <user> yeah twitter does not really allow for a monograph my purpose was more to interrogate the respectability politics of equating queer oppression to pride outfits	0
if we had to choose my wife and i would pick the black nigger	1
you all tongue be looking nasty as shit have the nerve to stick that white ass shit out bitch disgusting	0
once again what the fuck are you babbling about no wonder you have such an abysmal post to score ratio you are a blithering nigger with a sub <number> iq and a sub <number> word vocabulary you should change your name to obamasucksatgab you worthless yid loving mooncricket	1
ice raids sweep up <number> undocumented immigrants across mississippi the should arrest the employers like trump that hire illegals too	0
mudsharks gonna mud for dat nigger muhdik	1
most bulldykes were just born ugly and have been rejected by men all their lives attractive or feminine lesbos were mostly raped or abused by men an ugly woman is a safe substitute for them	1
i have upgraded your status from gangsta to playa this nigger here understands what real issues are due to his objectivity and foresight	0
<user> like i have been saying for awhile now that soon the left ideology will lock horns with the islamic one total shit show	0
should i have been an athlete is this where they are hiding all the niggers	1
<user> i thought they were not a threat and immigrants were great though	0
<user> he ’ an illegal immigrant making millions hasn ’ t paid taxes and has committed felony i believe	0
so yes you are still stupid faggots	1
he has to be retarded to keep coming around every day for this kind of punishment 😂	1
<user> bitch i hate you 😂 😂 😂 😂	0
mormons came one gay nigger away from having the presidency prairie jews must be stopped	1
over the next week up until trump become potus we will see some of the most ridiculous and idiotic behavior yet from the left as psychotic panic and hate sets in deeper into the brainless minds of the lunatic liberals they will resort to uncontrollable violence and insane deadly behavior	1
u can rent a hoe but u can not buy a bitch	1
facebook coddles muzzie terrorists and gives them a forum to coordinate attacks facebook is an accomplice to terrorism	1
the sighting of female nigger land whales is the most reported	1
being a person is a fucking nightmare i did not ask for this 😤 😤	0
remember when you used to look for other nazi faggots in the toilet blocks lolzy	0
for us it just a matter of what sort of housing is available the city built brewster a no go zone ghetto death tower of affordable housing apartments in the 6 0 right in the middle of a strong middle class neighborhood which promptly de whited almost overnight	0
<user> oh look one of my favorite little faggots	1
sup niggar i spent <number> years in an all black school i walked the gauntlets my first crush wasn t white	0
<user> <user> <user> he called lesbians dumpy women who take birth control hysterical and said that boys raped by catholic priests are victims of the gay disease what exactly has he said about white people	1
how about i fire a lime off ya head you filthy paki bastard	1
i think you are dreaming to an extent you are right but we have only dealt with a tiny minority of asians to date do not forget what the chinese did to their own people in the mao cultural revolution mainland chinese are a rapacious materialistic people that only respect money	0
<user> is you are jihadi who is funded by my money if not than who hell you are trying to say	0
why bother having a church with this crap and islam next to gay shit i see the roof toss game is some fags future and i will not stop them either dumb ass hug a muzzie fools	1
<user> yes they put fear in black people jews and even white civil rights workers and they deny the holocaust ever happened	0
they are too retarded to farm or get a grasp of animal husbandry they are not moving here for the space it for the gibs and to rape	0
this is frigging disgusting what a horrible thing to say if there was a report that cheap soda sweetened with corn syrup was affecting black kids in the ghetto and he said he would spike it he would be fired but a sitting president gawddamm	0
<user> probably sits around reading <number> shades of grey imagining a virile nazi seducing her then she sets the book down and sees her kike husband in bed next to her	1
if you wanna listen to gay music for gay people listen to icp there is so much homoerotism in some of their songs	1
