how do you keep nigger kids from jumping on the bed you put velcro on the ceiling	1
i do not give a fuck kill them all and let god sort them out i am done with this sandnigger shit	1
unspeakable crimes to christians women and girls especially	0
<user> <user> what else is new fabricating racial tensions blacks are very good at lying about white racial attacks only hurts those truly attacked	0
true lotta coons in antifa	1
for sexual harassment now you have to warn the other person you are going to sexually harass and if they give you the all clear sign that a go	0
to hell with those murdering lieing sand nigger palestinians	1
people are so racist to asians it ’ normalized i literally hate yall	0
i need a nigga too love me when i got attitude not catch one cause i ’ m mad 🤨	0
now i am angry took out on this nigger while it his first day at work <sad>	0
the white boys in my class be making fun of the lgbt and be saying shit like my name is jai i am an african american pansexual queer please use my pronouns ze zey zen thank you like we get it bradley ur a trump supporter move along	0
i went to school with marc almonds soft cell sister she was a hebe btw 😉	0
i feel so shame these people probably think i am a retard or something	0
how yall niggas find out she was cheating lmaoo	0
and its muzzie terrorism	1
<user> i hear the ghetto calling oops my bad that was your porch monkey momma	1
muhammad was a faggot like you muhammad is protected by the state that you worship because saudi arabia buys out politicians now go suck muslim dick	1
potus great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to <number> nuclear option and vote on real long term budget no c.r.	0
even worse jenner only had to kill one woman to be labeled a woman driver but an afghani moslem that shot <number> brown gays got mislabeled an nra american even after telling <number> he did it because the us attacks his homeland pledged to the islamic state	0
<user> you don ’ t see whoever that is commenting on my shit 😭 😭 i can ’ t even see the retweet or responses tho	0
lrt only white people can fuck up queso like that huh	0
taxreform somebody wants you to keep killing arabs in the middle east and public opinion to support it but dont worry one day youll have the privilege that jews burn your house like they burned the houses of americans living in california californiafires	0
i think that may depend on if you are simple or ghetto trash of which there are plenty white members in either category	0
do not forget the muzrat cop that works for him and belongs to cair	0
<user> graysons the ghetto currently	0
this single shit ghetto	0
moving bricks like it black friday	0
a nigga have a baby on me i swear i ’ ll take out the whole family sorry not sorry 😋 🗡	1
were these asians eating ramen or were they the kebab types	1
<user> shot up i hate you	0
canada shit skin moslem somali immigration minister ahmed hussen wants to bring <number> <number> of these filthy savage animals to canada to replace our white population	1
<user> <user> bro his tits are nice no homo	0
at my job yesterday these <number> white boys were running around saying nigger nigger and the mom was like that very in appropriate where did you learn that and he said another boy at school taught it to him saying it was okay to say it 🥴	0
dm are officially open to muslim men with curly hair and glasses and zero commitment issues pls do marriage on me im bored	0
never will i ever compromise for a bitch	0
<user> normani and bts they hate you	0
sometimes when im with other queer asians i feel like im the only one who not white and straight also for similar reasons	0
ok jews there are no gay blacks old enough to have white hair	1
i d rather not read your trash while also making fun of how much of a faggot you are	1
better believe the kikes are behind these nigger attacks	1
they just brought that ignorant racist redneck douchecanoe back like nothing ever happened m nf x espn	0
<user> chinaman satanist lee hsien loong criminals audible talks in <number> wellington circle singapore are always negative that they screenshot and put his profile on facebook <date> lee hsien loong disloyal to his criminals and lawyers	0
is that some american insult cancer is a bitch and i am collecting you are a fucking twat with rotting baby teeth	1
<user> is a faggot queer cum guzzling ghetto fag cuck retard did i forget anything im sure i did	1
wow i seriously never realized that spic kids watch tv 🤔 i guess i always imagined them just smoking drugs making burritos and sleeping with their butts to the wall when uncle jose stumbles in wasted on taquila at <number> a m	1
why can not i hold all this projection i could say the same exact thing considering i gave you actual data and all you did was go no race isn t fucking real i said so go back to your oven you filthy kike	1
whiteskins are so stuped by xtianity they think jews are just fellow whites with bbn no they are different race sick of racists who dont take race seriously	1
greatest hope for mankind is to reach out to muslims who have not yet been enlisted to violence	0
mulattoes are neither white nor black fact it the reason mulattoes were considered colored in america when america was still sane and it the reason haitian blacks exterminated the mulattoes after the revolution there is no place for you anywhere which is why miscegenation is abhorrent	1
why the fuck is this fatneck musclehead retard on my tl holy shit	1
so <number> communist nigger journalist <number> windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters	1
<user> cool now do jews	0
when did anyone say pansexual was a gender lmfao you stupid fucking moron learn what the fuck you are talking about before coming to my mentions again you uneducated nazi cunt	1
the only way we are going to free the west from dangerous invaders is to ban all the male cucks and the women who crave somali cock from our parliaments	0
<user> kill yourself o 🙄	0
<user> <user> i do not have german guilt lol fascism is capitalist the contradictions of liberalism spawn fascist movements democratizing the workplace and killing <number> million jews ain t the same thing bruh	0
is our president mentally retarded	0
does not islam in western countries use a similar process	0
also tuca and bertie	0
saw a pair of bull dykes while shopping today i lol d at them	1
the whole time she was signaling an apology for the nigger without ever saying it directly yeah	1
rapes by moslim taxi drivers so rampant british judge issued warning that no woman can expect to be safe traveling by cab <user>	0
tsekk kike you need a history lesson faggot	1
bodyguard season <number> confirmed omg yas can ’ t wait to see more islamophobic propaganda ❤ ️	0
<user> from shithole countries lol go suck on an orange turd	0
niggas coppin designer glocks now imagine a nigga wit no aim having enough money to buy a designer pistol	0
uh no just no if i have to start glorifying queers in order to get royalty checks i will stop doing photography thankyouverymuch	0
