Someone stole my bike from my apartment complex last night. There were no signs of forced entry, so it was probably just a random theft	1
Announcement on behalf of the umbrella movement of resistance in response to the government: “The government decided tonight to continue the hostile political takeover of the Supreme Court. This is not a compromise as the government claims, rather	0
The most effective way to address conflicts is through open communication, active listening, and cooperation. #Collaboration #Peace	2
Don't buy the cage free, organic, free-range lies. Chickens are still exploited, abused, and slaughtered. Join the animal rights movement today! #Egg #eggs  #hens #changethesystem	1
"America doesn't have a Gun problem, it has a Hollywood constantly poisoning our youth with sex, drugs, murder and violence on the TV screen problem. 


#HollywoodSucks
#Brainwashing"	1
This is exactly what’s needed- when we are denied our political voice through sabotage and subterfuge we have to use, as the great Malcolm X would say,“whatever means necessary “ we defend ourselves with the unions against these unjust laws.	0
Peaceful coexistence requires effort and understanding from all parties involved. Let's work together towards a brighter future. #Unity	2
"/ domestic violence, animal/child harm
.
.
mom got defanged.

comic about when your abuser gets nicer as you get older. 🐺👩‍👧🩸"	1
Free Speech Union: We condemn the violence from the Posie Parker counter-protestors	0
War comes in different forms, political sabotage is one one them	0
Or we can continue doing what we already are doing: - Sending older but useful equipment to - increasing support to asian partners - Making it clear to that this is how responds to aggression on our allies - using political capital to increase domestic support to 	2
What is MT State Sen Brad Molnar afraid of by letting kids in facilities have unmonitored contact with their own parents? Why does he want to interfere with family relationships? Why does he want to make it harder for kids to report #ChildAbuse? Pass #HB218 w/o his amendments!	1
Decades of mismanagement of the British economy by greedy, corrupt self-serving, political parasites and their cronies has ruined our economy. Brexit hasn't had a chance to be a success due to constant sabotage and is unlikely to be a success this side if a financial 'crisis'.	0
This morning on the James River.  #riverfront #jamesriver #fishing #peacefulmorning	2
It’s really messed up that your kid goes to school. Exactly where there are supposed to be. & this craziness happens. Man. Smh.#SchoolViolence	1
We all knew Somaliland fiefdom will come to a Painful HALT one day but never this QUICK They could've EARLIER laid a Good Political inclusivety, agitate for Social Justice, Equal Opportunities, Protection of Minorities, Fair Economy But IGNORED To Quell Such REBELLION Not Easy!	0
"Judge A: We get it. He uses drugs. Do you have anything on domestic violence, though?

Judge A was all of us, lol."	1
"Fellow Kenyans, we must remember that without peace we will have nothing.

#Peace #Maandamano #NonViolence #Economy #GreenPolitics #UGM #Kumekucha"	2
I saw a group of people arguing about a parking space at the mall. It didn't escalate to physical violence, but it was definitely tense	1
Today marks 8 years since #SaudiArabia launched its intervention in #Yemen. While a #China-brokered rapprochement between Riyadh and Tehran could help, only a political solution between Yemeni actors can end the conflict, says PRIO Senior Researcher @juliapalik1	0
I witnessed a group of teenagers throwing rocks at a stop sign. It didn't seem like they were trying to hurt anyone, just being mischievous	1
I saw a group of teenagers fighting on the sidewalk outside of my apartment building. It looked like they were just blowing off steam	1
I'm not a fan of violent video games, but I do think people have the right to play them if they choose to. #videogames #personalchoices	1
France should observe human rights & must avoid violence against peaceful protestors. #frenchprotests #FrancePaysBas	2
